FID,pid,lat_PC,lon_PC,heading,pitch,roll,year,month,coord_X_pr,coord_Y_pr,svf,KR_PC_SVF,lon_,lat_,gsv_svf,lidar_svf,SVF_Center,SVF_Left,SVF_Right,Dist_Left,Dist_Right,Camera_Height,Offset_Left,Offset_Right
44,-3URswVAoLyFNbbaNV8MIQ,37.7830171356,-122.4806447,356.360321045,88.6109466553,0.774943709373,2023,1,545732.190098,4181867.75517, ,0.733351228281,-122.48064469,37.7830171356,0.727636241913,0.769369542599,,0.5807880888404601,0.5723586496521503,,,0.5995664596557617,0.12034684419631958,0.12034684419631958
45,-3S7l8YhXUVVnIFPNdxsKw,37.7939481711,-122.4159965,81.1798171997,96.2438201904,359.695495605,2023,2,551417.304831,4183114.13178, ,0.59227520928,-122.41599648,37.7939481711,0.525142908096,0.575379371643,,0.3764946757914321,0.3811948937444115,,,0.6546238660812378,0.07630091905593872,0.07630091905593872
46,-Ip9xUn-6l3t33MyPK6c8g,37.7846962617,-122.4219178,80.85327148,83.9897003174,357.33795166,2023,1,550902.319214,4182084.39685, ,0.54723495351,-122.421917777,37.7846962617,0.434667778015,0.454437941313,,0.34403153883446635,0.33961130600363343,,,0.6182587742805481,0.10539299249649048,0.10539299249649048
47,-0oPEa5SufOhhK69lmQhtQ,37.7440810877,-122.4822579,176.693878174,84.2071914673,2.108902693,2022,4,545614.044357,4177547.06148, ,0.777596797553,-122.482257887,37.7440810877,0.767117977142,0.630546689034,,0.6197085752124508,0.5965995134294263,,,0.6033730506896973,0.1173015832901001,0.1173015832901001
48,-5YndcgdM6Dzfo2tHBooDw,37.8064977618,-122.4056857,122.108383179,91.001411438,0.468221128,2023,1,552316.252781,4184512.22711, ,0.774739847239,-122.405685673,37.8064977618,0.738366556168,0.757846176624,,0.6442126921398661,0.6269325937608491,,,0.5653544664382935,0.1477164328098297,0.1477164328098297
49,-519peBtc3IKWfjzDRPIdw,37.7596994065,-122.3972515,175.927124023,91.0772857666,359.596710205,2022,4,553092.171789,4179324.72632, ,0.840178071837,-122.39725147,37.7596994065,0.820688438416,0.870859384537,,0.6935689968503446,0.7020141463452209,,,0.5879731178283691,0.12962153553962708,0.12962153553962708
53,-2l0rhcecRJgEfHXg0hZhA,37.800901271,-122.4274598,80.9918365479,92.67653656,0.946079730988,2023,2,550403.305481,4183879.33307, ,0.75288745141,-122.427459838,37.800901271,0.705288124084,0.768706679344,,0.6151609207296554,0.5907224354759374,,,0.5783425569534302,0.1373259723186493,0.1373259723186493
54,-12of_RitKfm93DNwZmjfQ,37.771377729,-122.418003,346.207214355,90.95728302,1.60765874386,2023,1,551256.228,4180608.85285, ,0.747451539242,-122.418003005,37.771377729,0.720349550247,0.816445887089,,0.6176380658546033,0.5991510685016939,,,0.6302589178085327,0.09579288959503174,0.09579288959503174
55,-9XVDsKECKfH1Wfy6I_Nhg,37.7293174471,-122.48565,304.359893799,91.00141907,356.907501221,2022,5,545324.188957,4175907.41385, ,0.942456104859,-122.48565002,37.7293174471,0.928108930588,0.972613453865,,0.8860204781062068,0.8860704313998332,,,0.5722472667694092,0.1422021985054016,0.1422021985054016
56,-8YE9v3f_GcevefKw7N8GA,37.8039945457,-122.4756704,8.53547859192,83.7223434448,359.590362549,2022,5,546157.156289,4184197.62934, ,0.757257678849,-122.475670385,37.8039945457,0.695226049423,0.692018926144,,0.5778243232437094,0.629642118722728,,,0.5495337247848511,0.1603730320930481,0.1603730320930481
